id,description
HvMIUIF1pHE,"Gonzalo Restrepo fue gerente del Éxito entre 1990 y 2013 y lideró la expansión de esa compañía. En el 2015 fue nombrado parte del equipo negociador de los acuerdos de paz de La Habana.

Pida su asesoría GRATIS con SYMPLIFICA: https://symplifica.com

Toda la información sobre la programación del festival Actuar por lo vivo y cómo asistir: https://www.comfama.com/actuar-por-lo-vivo/

Libros mencionados: 
Los círculos concéntricos - Gonzalo Restrepo Jaramillo

Capítulos:
00:00 intro 
02:15 Pensar en el bien común

06:34 La idea paternalista del trabajador

09:19 ¿Por qué El Éxito sobrevive a la primera etapa?

15:42 El encanto de los textiles

23:06 Volver a Colombia después de estar en Estados Unidos

28:42 El trabajo de los dibujantes de telares

35:09 El ambiente en los 70s para hacer negocios

42:15 El perfil de Gonzalo Restrepo

52:26 Los cargos de gerencia estaban relacionados con la política

01:01:39 Conocer a Gustavo Toro

01:14:11 El modelo de “todos bajo el mismo techo”

01:25:31 La visión del retail

01:29:45 Makro iba a acabar con El Éxito

01:37:13 Amortiguar la llegada de Carrefour

01:44:57 Copiar vs inventar

02:03:23 Ser negociador en el proceso de paz y presidente de la junta de Ecopetrol

02:16:50 ¿Por qué Santos le ofreció ese trabajo?

02:27:15 Estar en el proceso de negociación de La Habana

Recibe mi newsletter: 
https://acevedoandres.com/newsletter/

Apoyar Atemporal en Patreon: https://www.patreon.com/Atemporalpodcast

En Youtube: https://www.youtube.com/channel/UCMTssINr-9gsPwk1iuAEdxQ/join"
r2qpd0TXIa8,"Cesar Gaviria fue presidente de Colombia entre 1990 y 1994. 

Libros mencionados:
Barco - Malcolm Deas 

El derrumbe de Pablo Escobar - Oscar Naranjo

Capítulos:
00:00 intro
03:53 Meterse en la política o ser académico
09:06 Primeras manifestaciones del atrevimiento
12:58 El lente del periodista
18:14 Llegar al gobierno de Turbay
23:50 El problema de la deuda para los países latinoamericanos
27:14 ¿Cómo era Barco gobernando?
41:40 ¿Cómo se iba a convocar una constituyente?
44:50 El proceso de negociación
47:25 Por qué irse con Galán y no de candidato presidencial
59:47 ¿Por qué no retirarse definitivamente de la política?
01:04:14 La idea de la revolución pacífica
01:05:43 Vivir la campaña
01:26:03 “Hablaban de mi pragmatismo”
01:28:53 Dejar prohibida la reelección siendo presidente
01:36:23 La doble condición: estadista y político
01:37:45 La fuga de Escobar
01:43:46 El día en el que sale la constituyente
01:52:22 A Colombia no le gusta la autoridad

Recibe mi newsletter: 
https://acevedoandres.com/newsletter/

Apoyar Atemporal en Patreon: https://www.patreon.com/Atemporalpodcast

En Youtube: https://www.youtube.com/channel/UCMTssINr-9gsPwk1iuAEdxQ/join"
v6PpZXlvlH0,"Juanita León es la directora de La Silla Vacía, autora de varios libros sobre el conflicto y el poder en Colombia.

Pida su asesoría GRATIS con SYMPLIFICA: https://symplifica.com

Transcripción completa: https://news.acevedoandres.com/p/ep172-juanita-leon

Libros mencionados:

Entrevista con la historia - Oriana Fallaci (https://amzn.to/4cCPBnQ)

Post Journalism and the death of newspapers - Andrey Nir (https://amzn.to/3ECSNTO)

Los ejércitos - Evelio Rosero (https://amzn.to/4jfP3Xt)

La verdadera historia de Colombia - Hernando Gomez Buendia 

No somos machos pero somos muchos - Juanita León

País de plomo - Juanita León

10.000 horas en La silla vacía - Juanita León

El Tiempo por cárcel - Roberto Pombo y Juan E. Constain 

Discurso Jim Robinson en Uniandes https://youtu.be/I7ioaFzsN5Y

Perfil Santos https://www.lasillavacia.com/silla-nacional/juan-manuel-santos-el-politico-del-poder/

Perfil Petro https://www.lasillavacia.com/silla-nacional/petro-el-hombre-de-las-revoluciones-inconclusas/

Capítulos:
00:00 intro
02:39 ¿Cómo volverse un buen entrevistador?
07:20 Los medios en la actualidad
09:24 Libros sobre la historia de Colombia
14:14 Cubrir el proceso de paz del Caguán
21:39 El acto de reescribir un libro
25:39 La reflexión de Ryszard Kapuściński
30:51 La tecnocracia de la seguridad
36:39 Los poderosos de Colombia
42:21 La relación entre los periodistas y los políticos
49:26 Hacer cálculos políticos
54:46 ¿Qué aprendimos sobre Venezuela?
01:01:16 El perfil sobre Uribe
01:05:44 Entender a Santos
01:09:21 El círculo vicioso de la corrupción
01:16:09 ¿Se puede cambiar el arreglo político?
01:22:13 Santos es el jugador principal y el resto sus peones
01:23:19 El perfil de Petro
01:30:56 ¿Un inepto o un gran estratega?
01:32:54 “Solo los millonarios pueden mantener un periódico en este momento”
01:36:16 Los muros de pago en los medios
01:39:59 Convertirse en líder de opinión
01:45:11 El consenso sobre la realidad
01:48:54 La desinformación apoyada en la IA

Recibe mi newsletter: 
https://acevedoandres.com/newsletter/

Apoyar Atemporal en Patreon: https://www.patreon.com/Atemporalpodcast

En Youtube: https://www.youtube.com/channel/UCMTssINr-9gsPwk1iuAEdxQ/join"
FCQJW5uHvKM,"Andrés Camargo es ingeniero civil y ha sido director del Instituto de Desarrollo Urbano de Bogotá.

SOMOS INTERNET 50% OFF : https://www.somosinternet.co/atemporal

Primer episodio con Camargo: https://youtu.be/47Q-7X1Up_s
Documental Cesar Gaviria - https://www.youtube.com/watch?v=L4par179hG4&t=233s

Outliers - Malcolm Gladwell https://amzn.to/3PHjnNt

Critón - Platón

Episodio Andrés Camargo en Terrenal - https://open.spotify.com/episode/5BHBYkBEbBKi2qhyEgbmY8?si=050e7563a704452a

Capítulos:

00:00 intro 
03:49 La teoría del alpinismo en el servicio público
09:55 La acabativa del empleado público
12:52 Ser director del IDU
22:22 El talante para hacer las cosas
33:25 Los valores de la organización
38:23 El kinder de Gaviria
39:06 Gerencia pública vs gerencia privada
46:10 El “despelote” de Bogotá
52:44 La propuesta de Mockus
54:29 ¿A los contratistas hay que motivarlos o controlarlos?
57:28 La anécdota del acueducto y el IDU
01:00:20 Andar con el optimismo de que todo se puede
01:00:09 Soluciones para el tráfico de la ciudad
01:05:02 Sugerencias para los servidores públicos
01:07:21 Cómo perdí la timidez
01:09:54 Se puede ser feliz en Colombia
01:18:06 El ejemplo de Barranquilla
01:18:56 Lo paradójico de los paraísos fiscales


Recibe mi newsletter: 
https://acevedoandres.com/newsletter/

Apoyar Atemporal en Patreon: https://www.patreon.com/Atemporalpodcast

En Youtube: https://www.youtube.com/channel/UCMTssINr-9gsPwk1iuAEdxQ/join"
yod8trQu59Y,"Gloria Valencia es autora de “El GEA, la historia completa” entre otros libros.

Libros mencionados:

El GEA, la historia completa - Gloria Valencia
Empresariado antioqueño y sociedad - Nicanor Restrepo 

Capítulos:
00:00 Intro
01:10 Terminar en el periodismo económico  
07:29 “Era fascinante cubrir economía en los 90s”  
11:31 Empezar el libro devolviéndose en la historia  
14:38 El “empuje paisa” de las empresas  
22:20 La vocación por la educación  
27:15 La creación de Argos  
28:19 Entender la previa del GEA a través de Ardila Lülle  
40:40 “No había normas en el mercado de valores”  
47:03 Los villanos del cuento antioqueño  
54:16 la escena de negociación entre Santiago Mejía y Augusto López  
57:17 Cómo operaba Jaime Michelsen  
01:07:11 La telaraña empresarial  
01:12:45 Fabio Rico Calle como figura central  
01:16:18 “Esto no es un sindicato”  
01:17:22 Primera etapa del GEA  
01:23:51 Segunda etapa del GEA  
01:32:27 La etapa de depuración  
01:41:47 ¿Por qué nunca se desenrocó voluntariamente el GEA?  
01:46:45 ¿La internacionalización fue exitosa?  
01:50:24 La concentración excesiva de la riqueza  
01:55:26 El legado del GEA  

Recibe mi newsletter: 
https://acevedoandres.com/newsletter/

Apoyar Atemporal en Patreon: https://www.patreon.com/Atemporalpodcast

En Youtube: https://www.youtube.com/channel/UCMTssINr-9gsPwk1iuAEdxQ/join"
h40GjfT6ju4,"Thierry Ways es ingeniero de sistemas, empresario del Caribe colombiano y columnista en El Tiempo. 

Episodio anterior (#69) https://youtu.be/eMngoBp32mQ

SOMOS INTERNET 3 MESES 50% OFF https://www.somosinternet.co/atemporal

Audiolibro ANTE TODO, HACER ALGO https://amzn.to/4meSwYl


Dan Carlin Hardcore History - Blitz: Destroyer of worlds (https://www.dancarlin.com/product/hardcore-history-59-the-destroyer-of-worlds/)

Annie Jacobsen - Nuclear War: A Scenario https://amzn.to/4derWdz

T.S Eliot - The Hollow Men https://en.wikipedia.org/wiki/The_Hollow_Men

Robert Frost - Fire and ice https://www.poetryfoundation.org/poems/44263/fire-and-ice

Cormac Mccarthy - The Road https://amzn.to/3RY4EPD

Capítulos:
00:00 intro
01:04 Las posibilidades sobre el fin del mundo  
09:38 La incertidumbre del país  
19:54 El movimiento de altruistas efectivos que manejan la IA  
24:25 La idea sobre la legalización de las drog4s  
36:57 El cerebro se enfrenta al algoritmo  
41:07 La capacidad de agencia de los empresarios  
54:22 El nivel de exigencia del consumidor  
01:07:16 El método “Joe Rogan”  
01:17:45 El fenómeno de la postverdad  
01:22:19 La baja productividad de los colombianos  
01:34:58 La experiencia siendo empresario en Colombia  
01:42:19 El reto de la formalidad laboral  
01:47:19 ¿Cómo reducir la desigualdad?  
01:51:24 Los libros que sobrevivirán al fin del mundo  


Recibe mi newsletter: 
https://acevedoandres.com/newsletter/

Apoyar Atemporal en Patreon: https://www.patreon.com/Atemporalpodcast

En Youtube: https://www.youtube.com/channel/UCMTssINr-9gsPwk1iuAEdxQ/join"
DLKVvlvZZnI,"Miguel Silva Pinzón fue secretario general de la presidencia durante el gobierno Gaviria. Es reconocido como uno de los mayores expertos en manejo de crisis en la región. 

Transcripción completa: https://news.acevedoandres.com/p/ep169-miguel-silva

Capítulos:
00:00 intro
01:20 La generación de economistas
07:08 Mis inicios en el periodismo
13:40 El perfil sobre Miguel Silva
30:30 Los ministros estrella de Virgilio Barco
38:44 Lo que hizo Gaviria para llegar a la presidencia
48:27 La frialdad de César Gaviria
53:37 Trabajar en la campaña
01:00:32 Entrar al gobierno luego de la campaña
01:11:19 Lo que hice como secretario privado
01:18:35 El cuatrienio Gaviria
01:26:24 La idea de estar en política
01:30:05 La rutina en el gobierno
01:31:55 Top 5 de días durante el gobierno
01:36:48 Cómo responder y sobrevivir a la crisis
01:41:55 El panorama político del país

Libros:

Eight Days a Week, Padre Francis - Miguel Silva y Rafael Santos

Blog Mauricio Rubio sobre el M-19 https://mrpotros.blogspot.com/2011/12/hagale-hermano.html

Documental Ramon Jimeno https://youtu.be/L4par179hG4

Alpha dogs - James Harding (https://amzn.to/3QLl7pN)

El decano del kinder (Perfil Miguel Silva) https://www.semana.com/nacion/articulo/el-decano-del-kinder/20500-3/

Noticia de un secuestro - Gabriel Garcia Márquez 

Recibe mi newsletter: 
https://acevedoandres.com/newsletter/

Apoyar Atemporal en Patreon: https://www.patreon.com/Atemporalpodcast

En Youtube: https://www.youtube.com/channel/UCMTssINr-9gsPwk1iuAEdxQ/join"
u8QQHYcSvxw,"Sergio Fajardo es Phd en matemáticas. Ha sido alcalde de Medellín y gobernador de Antioquia. 

Libros mencionados:

El poder de la decencia - Sergio Fajardo

Podcast de Fajardo con Santiago Tobón: https://youtu.be/licpsaXS3Dg

Capítulos:
00:00 Intro
01:07 El teorema matemático que tiene mi nombre
13:07 Ser un matemático con preocupaciones sociales
17:52 Volver a Medellín después de estar en Bogotá
27:17 ¿Por qué después de Pablo Escobar seguía la violencia en Medellín?
35:29 Construir un movimiento cívico
41:21 Meterse en los barrios de Medellín con Alonso Salazar
51:06 ¿Cómo construir un equipo de trabajo?
01:00:31 Sacar el 0%
01:08:44 La decisión de seguir en política
01:21:40 La dinámica en el poder
01:28:35 La gente no cree en la vida después del clientelismo
01:38:42 Perder por 200 mil votos
01:41:53 La anécdota de Freddy Escobar
01:52:03 La crítica sobre el proceso de reinserción

Recibe mi newsletter: 
https://acevedoandres.com/newsletter/

Apoyar Atemporal en Patreon: https://www.patreon.com/Atemporalpodcast

En Youtube: https://www.youtube.com/channel/UCMTssINr-9gsPwk1iuAEdxQ/join"
7LD-qvdpHpY,"Julio Eduardo Rueda es empresario bogotano, dueño del restaurante el Buenvivir, y autor de Memorias de un hiperactivo (https://amzn.to/4j9xubB)

Capítulos:
00:00 intro
01:12 “Hace 43 años tengo mi casa”
15:22 Administrar los clubes
23:54 Incursionar en el negocio de los licores
43:12 La representación de Buchanas en Colombia
53:43 El viaje del whisky hasta Colombia
54:12 Empezar a distribuir la producción
58:38 Unirse con los ingleses para desarrollar la multinacional
01:13:27 La dinámica del retail
01:26:14 Se pone de moda el vino
01:37:25 Colombia es la puerta de entrada a Suramérica
01:41:27 La enfermedad de Colombia
01:53:27 Las diferencias entre los empresarios paisas y los bogotanos
01:59:27 Proyectar a largo plazo
02:05:31 ¿Por qué no irme de Colombia?
02:13:52 Sobre los libros


Recibe mi newsletter: 
https://acevedoandres.com/newsletter/

Apoyar Atemporal en Patreon: https://www.patreon.com/Atemporalpodcast

En Youtube: https://www.youtube.com/channel/UCMTssINr-9gsPwk1iuAEdxQ/join"
KPAscJ6UPek,"Carolina Soto Losada ha sido investigadora de Fedesarrollo, viceministra de hacienda y codirectora del Banco de la República. 

SOMOS INTERNET 50% OFF : https://www.somosinternet.co/atemporal
Transcripción completa:https://news.acevedoandres.com/p/ep167-carolina-soto-losada
Capítulos: 
00:00 intro
1:08 La decisión de escoger economía
15:47 Los cambios de la facultad de economía
19:38 Trabajar en el ministerio de transporte
29:23 Trabajar en el DNP
31:08 ¿Por qué una maestría y no un doctorado?
40:01 Vivir el 11 de septiembre en Nueva York
46:08 Como funciona el Plan de Desarrollo
53:36 Mi renuncia
1:01:23 ¿Por qué recomendar a Carolina Soto?
1:02:49 La diferencia de trabajar con Uribe y Santos
1:07:01 El segundo trabajo más complejo del país
1:08:34 La crisis del 2008
1:13:18 Técnica vs política
1:16:10 La regulación de la línea negra
1:30:57 Calcular en el mundo de la política
1:23:17 Viceministra de Hacienda de Santos
1:27:56 Ser codirectora del Banco de la republica
1:30:16 Las circunstancias para tener un cuerpo colegiado
1:55:23 Buscar la excelencia en los cargos
1:56:23 Cómo aproximarse a los temas
1:59:23 El indicador económico soñado


Recibe mi newsletter: 
https://acevedoandres.com/newsletter/

Apoyar Atemporal en Patreon: https://www.patreon.com/Atemporalpodcast

En Youtube: https://www.youtube.com/channel/UCMTssINr-9gsPwk1iuAEdxQ/join"
cdWgzqExoa4,"Juan Ricardo Ortega ha sido director de la DIAN y es actualmente presidente del Grupo de Energía de Bogotá. 

SOMOS INTERNET 50% OFF : https://www.somosinternet.co/atemporal

Anterior episodio: https://www.youtube.com/watch?v=pZMEVVm-LxM&t=2766s

Transcripción completa:https://news.acevedoandres.com/p/ep166-juan-ricardo-ortega

Libros mencionados: 

Stalin Paradoxes of Power - Stephen Kotkin (https://amzn.to/3F5splD)

Documental Hezzbollah (https://youtu.be/TYrzCspU5BY)

Changing Fortunes - Paul Volcker (https://amzn.to/43tjSmm)

Cuadernos de la cárcel - Gramsci 

Being Nixon - Evan Thomas (https://amzn.to/3DiDSNZ)

Leadership - Henry Kissinger (https://amzn.to/4klM28Z)

Identity and violence -Amartya Sen (https://amzn.to/4kmD4Zh

Identity - Fukuyama (https://amzn.to/4hdSooa)

The Wealth and Poverty of Nations - David Landes (https://amzn.to/4i4TSCm)

Historia de Inglaterra - Andre Marouis 

De rasguño y otros secretos del bajo mundo - Juan Carlos Giraldo

Objetivo 4  - German Castro Caycedo 

The Transformation of Scotland - Tom Devine (https://amzn.to/4h7yqeD)

Moral Politics - Lakoff (https://amzn.to/4bqnHea)

Political Mind - Lakoff (https://amzn.to/3XtJyLX)

Metaphors We Live By - Lakoff (https://amzn.to/4hbd7sT)

Capítulos:
00:00 intro
0:00 Su padre Francisco Ortega 
08:17 Devaluar la moneda como ventaja 
15:00 El problema sobre la primera infancia 
22:20 Segundo problema: el ahorro doméstico 
24:48 Tercer problema 
35:19 Colombia no es un país de mafiosos 
42:56 Las circunstancias determinan a las personas 
49:00 La guerr4 contra las drog4s es la tragedia de la generación  
52:31 ¿Ser puede ser un gran líder siendo malo?
58:22 Ser un país con geografía “arrugadita”
01:01:42 El mundo no es binario 
01:04:56 Libros sobre la geografía 
01:06:60 La impunidad en Colombia 
01:10:27 La función de los jueces en la sociedad 
01:14:00 Una serie de continuos ajustes 
01:15:53 Top problemas de colombia: la corrupción
01:22:25 Entender los fenómenos en vez de dar explicaciones emocionales 
01:27:00 Formarse para servir
01:30:07 ¿No tendremos más servidores públicos?
01:33:41 Tener un proyecto de país al cual volver
01:40:05 Obsesionarse con el futuro y olvidarse del pasado
01:41:57 El poder del lenguaje

Recibe mi newsletter: 
https://acevedoandres.com/newsletter/

Apoyar Atemporal en Patreon: https://www.patreon.com/Atemporalpodcast

En Youtube: https://www.youtube.com/channel/UCMTssINr-9gsPwk1iuAEdxQ/join"
